codpanelista2,wave,sex,age,education,hhincome,livingpartner,lrself,voteintentionspain,polintr,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,authoa,authob,authoc,authod,populisma,populismb,populismc,populismd,populisme,populismf,immigeco,immicult,femstrike,femdemonstrate,feminfo,femtalk,constpref,vote2016
3903,2018,2,21,4,3,0,2,52,3,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,5,6,5,7,0,0,2,2,2,1,1,NA
3904,2018,2,26,10,9,0,6,4,2,1,7,1,1,3,6,7,4,1,2,1,2,1,5,5,6,3,5,6,7,4,2,2,1,1,3,56
3905,2018,2,19,6,99,0,5,54,4,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,6,5,2,2,2,2,3,NA
3905,2019,2,20,6,99,0,5,52,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,5,5,2,2,2,1,3,NA
3905,2020,2,21,6,99,0,5,52,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,3,NA
3906,2018,1,38,1,99,0,10,4,3,7,7,7,7,7,7,7,7,7,2,1,1,1,4,6,2,1,3,7,5,6,2,2,2,2,5,NA
3907,2018,2,24,11,99,1,0,18,2,1,7,1,2,1,6,6,1,1,1,1,2,1,7,6,6,5,6,5,8,4,1,1,1,1,4,3
3907,2019,2,25,11,99,1,0,3,2,1,6,1,1,2,6,6,1,1,1,1,2,1,7,4,3,7,7,3,0,6,1,2,2,1,5,NA
3907,2020,2,26,11,2,1,0,3,1,1,6,1,2,2,7,6,1,1,1,1,2,1,5,6,4,3,5,4,8,6,2,2,2,1,4,NA
3908,2018,1,49,3,8,1,7,2,2,5,5,6,5,4,6,5,5,5,2,2,2,1,6,6,7,7,6,6,7,5,2,1,1,1,1,2
3908,2019,1,51,2,5,1,5,23,3,4,4,7,5,3,1,4,5,3,2,2,2,1,7,6,7,7,7,7,3,9,2,2,1,1,3,NA
3908,2020,1,51,3,6,1,3,23,3,3,4,5,5,3,5,4,5,4,2,2,2,2,7,3,4,4,5,7,7,6,2,2,2,1,1,NA
3909,2018,1,45,3,8,1,7,2,3,1,4,4,6,2,6,6,3,1,2,2,2,2,3,3,3,3,5,6,7,4,2,2,2,2,3,2
3909,2019,1,46,3,9,1,6,2,3,1,6,5,2,2,2,7,6,2,1,2,1,2,5,4,3,2,5,6,4,8,2,2,2,1,2,NA
3909,2020,1,47,3,9,1,7,2,3,4,4,4,5,3,3,2,4,1,2,2,2,2,4,6,4,2,4,7,6,9,2,2,2,2,5,NA
3910,2018,2,50,3,1,0,6,23,3,2,6,4,3,1,6,6,3,3,2,2,2,1,7,3,5,6,5,6,5,3,1,1,2,1,1,4
3910,2019,2,51,3,2,0,6,1,2,7,7,2,1,1,7,6,6,1,2,1,2,1,6,2,5,6,7,7,5,5,2,1,2,1,2,NA
3911,2018,2,41,8,99,0,3,54,2,1,6,2,2,2,7,7,1,1,1,1,2,1,2,3,3,2,3,6,7,6,1,1,1,1,4,56
3912,2018,1,34,4,1,1,2,3,2,2,1,4,4,2,2,2,4,4,2,2,2,2,5,4,4,4,6,2,8,5,2,2,2,1,5,3
3912,2019,1,35,4,2,0,2,3,2,1,5,3,3,3,5,5,4,3,2,2,2,1,6,4,4,2,6,4,9,8,2,2,1,1,5,NA
3913,2018,1,27,1,5,0,4,1,4,3,3,4,4,4,3,4,3,4,2,2,1,2,4,4,5,4,3,4,5,6,2,2,1,2,3,NA
3913,2020,1,29,3,5,0,7,55,4,4,4,3,4,3,5,2,5,3,1,2,2,2,3,3,2,3,3,2,3,5,2,1,1,2,3,NA
3914,2018,1,40,1,5,1,10,53,4,4,5,4,2,5,4,4,4,5,2,2,2,2,4,4,4,4,4,4,10,8,2,2,2,2,1,NA
3914,2019,1,41,4,99,1,5,54,3,4,4,4,4,5,4,4,4,4,2,1,2,1,7,7,7,7,7,7,9,9,2,2,2,2,1,NA
3914,2020,1,42,3,4,1,3,53,4,4,4,4,4,4,4,1,5,4,2,2,1,2,5,5,5,5,5,5,6,6,2,2,2,2,5,NA
3915,2018,2,20,6,11,0,2,54,3,1,6,2,2,1,7,7,1,1,1,1,2,1,6,4,3,4,5,5,5,2,1,2,2,2,5,9
3916,2018,1,38,1,99,0,5,54,4,4,4,4,4,4,4,4,4,4,1,1,1,1,7,7,7,7,7,7,5,5,2,2,2,2,3,NA
3916,2019,1,39,3,99,0,4,53,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,1,2,2,1,3,NA
3917,2018,1,35,4,3,0,0,3,1,1,7,1,1,1,1,1,1,1,2,2,2,2,7,4,4,1,7,7,0,10,2,2,2,1,1,NA
3918,2018,2,29,3,99,1,5,53,4,2,5,5,3,2,5,5,5,4,1,2,2,2,6,4,6,6,6,5,2,1,2,2,2,2,3,NA
3918,2020,2,31,3,6,1,5,52,3,4,4,6,4,4,4,4,5,4,1,2,2,1,6,4,4,5,7,7,5,5,2,2,2,2,4,NA
3919,2018,2,39,3,99,1,4,52,3,1,6,3,1,1,3,6,4,4,2,2,2,1,6,4,5,6,5,7,4,8,1,1,2,1,4,56
3920,2018,2,38,3,3,1,10,1,3,1,7,4,3,3,5,7,6,2,2,2,1,1,5,7,7,3,1,7,10,0,1,1,1,1,2,NA
3920,2019,2,39,1,3,1,7,1,4,4,4,4,4,4,4,4,4,4,1,1,1,2,4,4,4,4,4,4,10,10,2,2,2,2,1,NA
3920,2020,2,40,3,7,1,5,1,3,4,4,4,4,4,4,4,4,4,2,2,1,2,4,3,4,4,4,4,2,3,1,2,2,1,2,NA
3921,2018,1,33,3,4,0,10,2,4,6,7,7,7,7,6,6,6,7,2,2,2,2,7,6,5,7,7,6,7,0,2,1,1,1,2,2
3921,2019,1,34,1,3,0,10,2,3,7,7,7,7,7,7,6,7,7,2,2,2,2,7,7,7,6,6,7,10,10,1,1,1,1,2,NA
3922,2018,1,34,10,99,1,6,4,2,2,6,1,2,2,5,5,5,2,2,2,2,2,6,4,5,6,6,6,7,7,2,2,2,1,3,4
3922,2019,1,35,10,99,1,5,4,3,5,5,5,5,5,4,5,5,5,2,2,2,2,6,4,5,5,3,5,7,7,2,2,2,2,3,NA
3922,2020,1,36,10,5,1,5,4,2,2,3,3,4,3,3,5,5,3,2,2,2,2,5,4,6,3,5,7,6,6,2,2,2,1,3,NA
3923,2018,1,28,10,7,0,6,4,1,6,1,4,5,5,2,3,6,6,2,2,2,2,4,2,5,5,5,7,5,5,2,2,2,2,1,4
3923,2019,1,29,10,10,1,4,4,1,5,1,5,5,5,1,1,5,7,1,2,2,2,5,2,5,6,5,6,6,8,2,2,2,2,1,NA
3923,2020,1,30,10,10,1,4,4,1,7,1,6,6,6,2,1,7,7,1,2,2,1,5,1,5,5,5,6,5,10,2,2,2,2,1,NA
3924,2018,2,40,3,6,1,5,1,3,4,7,4,3,3,5,5,5,3,2,2,2,2,6,6,5,5,5,7,0,3,2,2,1,1,3,1
3924,2019,2,41,3,5,1,6,1,3,3,6,4,2,2,5,6,4,3,2,1,2,1,6,3,3,4,4,7,2,8,2,2,1,1,3,NA
3925,2018,1,31,8,10,1,5,54,2,4,4,5,4,4,4,4,4,5,2,2,2,2,6,5,6,6,4,7,6,2,2,2,2,1,3,56
3925,2019,1,32,8,11,1,5,54,2,5,1,5,5,5,1,1,1,3,2,2,2,1,7,5,6,7,4,7,4,6,2,2,2,2,3,NA
3926,2018,1,26,6,4,0,5,54,2,3,7,5,3,3,7,7,3,3,2,2,2,2,6,5,6,3,6,7,10,8,2,2,2,1,1,56
3927,2018,1,26,11,11,0,4,18,2,3,5,3,3,3,5,5,3,3,2,1,2,1,5,3,5,5,5,5,8,1,2,2,2,1,4,18
3927,2019,1,27,11,10,0,4,1,2,3,4,3,3,3,5,5,3,3,1,1,2,1,5,3,5,4,5,5,7,2,2,1,2,1,3,NA
3927,2020,1,28,10,6,1,4,1,2,3,5,3,3,3,5,5,3,3,2,1,2,1,3,3,5,4,3,5,8,2,2,2,1,1,3,NA
3928,2018,2,50,5,99,1,5,54,3,2,6,2,1,1,6,7,2,1,1,1,2,1,4,4,5,5,7,6,5,8,1,2,1,1,4,56
3929,2018,2,29,11,9,1,3,25,3,1,6,3,4,3,5,6,5,3,2,2,2,2,7,3,2,6,7,5,5,2,2,2,2,1,5,1
3929,2019,2,30,11,6,0,3,3,2,3,5,2,2,2,7,6,6,2,2,1,2,2,7,4,5,5,7,5,5,0,2,1,1,1,5,NA
3929,2020,2,31,11,6,0,3,3,3,2,6,3,3,2,6,5,4,3,2,1,2,2,6,5,4,6,6,5,7,5,2,1,2,1,4,NA
3930,2018,2,23,1,99,0,0,54,4,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4,4,4,4,0,0,2,2,2,2,1,NA
3931,2018,1,49,3,2,1,4,54,3,4,4,5,1,4,3,5,4,6,2,2,1,2,5,4,4,4,5,7,0,9,2,2,2,2,1,56
3931,2019,1,50,3,3,1,5,51,3,7,2,7,1,7,1,3,7,7,2,2,2,2,5,4,4,4,6,7,1,9,2,2,2,2,1,NA
3931,2020,1,51,3,2,1,5,55,3,7,1,7,7,7,1,1,7,7,2,2,2,2,7,2,7,6,6,7,0,10,2,2,2,1,1,NA
3932,2018,1,24,2,4,0,8,4,2,4,3,7,1,5,3,2,4,5,2,2,1,2,5,1,7,5,3,4,1,8,2,2,2,1,2,2
3932,2019,1,25,7,5,0,2,4,3,6,5,7,5,5,4,3,5,5,2,2,1,2,4,6,4,4,2,7,3,8,2,2,2,2,2,NA
3932,2020,1,26,5,6,0,7,3,3,3,4,5,4,3,4,4,3,4,1,2,2,1,5,5,5,6,3,2,5,5,2,1,1,2,2,NA
3933,2018,2,26,11,4,0,5,54,3,4,4,4,4,4,4,4,4,4,1,2,2,1,4,4,4,4,4,4,7,9,2,2,2,2,5,54
3934,2018,1,37,11,8,0,2,3,2,3,3,2,5,5,3,4,6,4,2,2,2,1,7,3,4,3,6,5,7,3,2,2,2,1,5,3
3935,2018,2,21,2,1,0,1,1,2,4,7,6,3,7,2,4,5,3,2,2,2,1,4,4,2,7,3,2,10,7,1,2,2,2,1,NA
3935,2019,2,22,2,99,0,8,1,3,2,7,5,4,2,4,5,2,3,2,2,2,2,4,7,3,4,2,4,7,9,2,2,2,2,2,NA
3936,2018,1,50,3,4,0,5,4,3,1,7,1,1,2,4,6,7,4,2,1,2,1,7,7,7,7,7,7,7,9,2,2,2,2,1,50
3936,2019,1,51,4,4,0,5,54,4,2,7,4,3,6,4,4,7,4,2,2,2,1,7,7,7,5,7,7,7,5,2,2,2,2,1,NA
3937,2018,2,48,10,6,0,5,3,3,3,5,3,4,3,5,6,4,5,2,2,2,1,5,4,4,3,5,6,6,4,2,2,2,1,1,3
3937,2019,2,49,10,7,0,5,1,3,3,4,3,3,3,5,5,3,2,2,2,2,1,5,4,4,3,5,6,5,5,1,2,1,1,2,NA
3938,2018,1,46,3,1,1,5,1,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,6,7,4,4,4,7,2,1,1,1,1,1,1
3938,2019,1,47,3,2,1,7,1,1,4,4,4,4,4,4,4,4,4,2,2,2,2,5,4,5,4,4,4,5,5,1,1,2,1,4,NA
3938,2020,1,48,3,2,1,6,1,1,1,5,4,4,7,7,5,5,4,2,2,2,2,4,4,6,2,3,2,5,5,2,2,2,2,1,NA
3939,2018,2,25,1,2,0,9,2,4,5,3,1,3,5,3,2,2,6,1,2,2,2,6,4,1,3,2,5,9,8,2,2,1,2,3,NA
3939,2019,2,26,11,1,0,3,54,4,5,4,3,4,4,5,3,4,3,2,2,2,2,2,4,3,4,1,7,4,2,2,2,2,2,2,NA
3939,2020,2,27,9,2,0,3,2,4,5,3,2,4,4,6,3,4,2,2,2,2,2,5,5,3,3,7,3,3,3,1,2,2,2,1,NA
3940,2018,2,41,10,9,1,4,1,3,3,5,2,3,2,5,6,4,4,2,2,2,1,6,4,7,5,6,6,5,4,2,2,2,1,2,NA
3940,2019,2,42,10,7,1,4,1,3,3,6,4,3,3,4,6,4,4,1,2,2,1,4,4,5,5,5,5,5,5,2,2,2,2,2,NA
3940,2020,2,43,10,8,1,3,1,3,2,3,2,4,3,4,3,5,2,2,2,1,1,4,4,5,6,5,5,6,7,2,2,2,2,2,NA
3941,2018,2,38,9,3,1,3,50,1,1,7,5,1,1,7,7,1,1,2,1,2,1,7,4,1,4,7,6,5,7,1,1,1,1,1,3
3941,2019,2,39,9,8,1,2,3,2,1,7,3,2,2,7,7,3,1,2,1,2,1,7,3,4,5,7,4,5,10,1,1,1,1,1,NA
3941,2020,2,40,9,8,1,2,3,2,1,6,3,3,2,7,7,2,1,2,1,2,1,7,5,2,4,7,7,5,9,2,2,2,1,1,NA
3942,2018,1,18,1,2,1,1,2,3,4,3,6,2,2,1,3,7,6,2,2,2,1,4,4,4,4,4,4,7,7,1,1,2,2,1,NA
3943,2018,2,45,3,7,1,2,1,3,2,6,5,3,5,6,6,3,6,2,2,2,1,5,3,3,1,4,5,7,8,2,2,2,2,1,1
3943,2019,2,46,3,6,1,3,1,2,2,6,6,3,4,6,6,2,1,2,2,2,1,6,4,4,2,3,5,8,3,2,2,2,1,2,NA
3943,2020,2,47,3,6,1,2,1,2,2,5,6,4,3,5,5,6,2,2,2,2,2,5,6,4,1,2,4,7,5,2,2,2,2,1,NA
3944,2018,2,36,11,99,1,5,50,3,1,1,1,1,1,7,7,2,1,2,1,2,1,5,4,6,4,6,7,5,5,2,2,1,1,4,NA
3944,2019,2,37,11,99,1,5,1,3,1,7,1,1,1,7,7,4,1,2,2,2,1,5,5,6,5,6,7,5,5,2,2,2,1,5,NA
3944,2020,2,38,11,12,1,5,55,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,7,6,4,6,7,5,5,2,2,2,2,1,NA
3945,2018,1,27,11,7,1,6,4,2,5,5,6,4,5,3,5,5,3,2,2,2,1,6,5,5,4,4,6,8,4,2,2,2,1,1,2
3945,2019,1,28,11,8,1,6,2,2,6,2,6,3,6,1,2,5,6,2,1,1,1,6,4,3,3,4,6,7,7,2,2,2,1,1,NA
3945,2020,1,29,11,7,1,7,2,2,5,1,5,7,6,1,2,7,6,2,1,1,1,6,6,5,4,6,6,4,3,2,2,2,1,1,NA
3946,2018,1,52,3,99,1,1,15,2,1,6,1,1,1,6,7,4,1,1,1,2,1,7,5,6,6,7,7,7,5,2,1,1,1,5,15
3946,2019,1,53,5,8,0,0,15,2,1,6,1,1,2,6,7,2,1,1,1,2,1,6,6,6,7,7,6,8,5,1,1,1,1,5,NA
3946,2020,1,54,3,9,1,0,15,1,1,7,1,1,1,2,6,4,1,1,1,2,1,7,3,6,3,7,6,9,5,2,1,1,1,5,NA
3947,2018,2,35,10,8,1,5,54,3,4,5,5,3,4,6,5,5,3,2,2,2,1,6,4,5,4,4,6,5,6,2,2,2,2,1,56
3948,2018,2,43,4,4,1,5,54,4,6,7,7,4,5,3,7,7,4,2,2,1,2,5,1,1,5,5,7,0,10,2,2,2,2,3,NA
3949,2018,1,43,3,11,1,5,7,3,2,3,2,2,2,5,5,2,2,2,2,2,2,7,6,6,7,7,7,5,5,2,1,2,1,5,7
3949,2019,1,44,3,10,1,5,9,3,3,4,3,3,3,5,6,4,3,1,1,2,2,7,4,6,5,6,7,6,7,2,2,2,1,5,NA
3949,2020,1,45,3,10,1,5,9,3,3,5,3,4,3,4,5,4,2,1,1,2,1,7,4,4,6,7,7,8,3,2,2,2,2,5,NA
3950,2018,2,41,10,99,1,4,54,3,1,7,3,1,1,5,7,5,1,2,1,2,1,6,3,4,4,5,7,5,7,2,2,1,1,1,56
3950,2019,2,42,10,99,1,5,1,3,3,6,2,2,3,5,6,1,2,2,1,2,2,7,5,2,4,5,7,5,8,2,2,2,1,1,NA
3950,2020,2,43,10,3,0,5,27,3,1,7,4,1,1,4,6,1,1,2,1,2,1,6,2,4,4,4,7,6,7,2,2,2,1,2,NA
3951,2018,1,43,9,99,1,5,53,2,3,4,4,2,5,1,5,7,3,2,2,2,2,7,4,7,5,7,7,5,10,2,2,2,1,1,NA
3951,2019,1,44,9,99,1,5,53,2,6,7,2,4,5,1,2,7,6,1,2,1,1,7,5,5,4,5,7,10,5,2,2,2,1,1,NA
3952,2018,2,29,1,1,1,3,54,3,3,2,2,3,4,2,3,4,3,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,5,NA
3952,2019,2,29,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,4,4,4,4,4,4,1,1,2,2,2,2,5,NA
3952,2020,2,30,1,2,0,3,1,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,3,4,2,2,2,2,1,NA
3953,2018,2,49,3,99,0,5,54,3,1,5,1,1,2,5,5,4,1,2,2,2,1,6,4,4,4,7,6,10,0,2,2,2,1,4,56
3954,2018,1,23,3,9,0,4,54,4,2,4,3,6,3,6,5,6,2,2,2,2,2,2,2,4,4,2,2,7,8,2,2,2,2,4,3
3954,2019,1,24,5,3,0,6,18,4,3,3,4,2,3,2,4,4,6,2,1,2,1,4,3,3,4,4,2,6,2,2,2,2,2,3,NA
3954,2020,1,24,11,8,0,5,18,3,1,3,4,3,4,5,3,4,1,2,2,1,2,6,4,4,6,7,7,6,4,2,2,1,1,3,NA
3955,2018,2,19,4,3,1,3,3,4,3,7,3,3,4,7,3,4,4,2,2,2,2,4,4,5,3,4,4,3,5,1,2,1,1,2,NA
3955,2019,2,20,4,3,0,8,1,2,5,6,3,4,5,6,5,7,5,2,2,2,2,6,5,5,4,3,2,4,3,2,1,1,1,2,NA
3956,2018,2,42,3,5,1,5,52,3,4,3,5,4,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,9,0,1,1,1,1,1,NA
3956,2019,2,43,3,4,1,5,53,4,1,1,1,2,2,1,1,1,1,2,2,1,1,3,7,7,7,7,7,0,0,2,2,2,1,1,NA
3956,2020,2,43,3,3,1,0,23,3,1,1,1,1,1,1,1,1,1,2,2,1,2,7,7,7,7,4,7,0,5,2,2,2,2,5,NA
3957,2018,2,29,10,99,0,1,3,3,5,5,5,5,5,5,5,4,5,2,2,2,1,6,6,6,6,6,7,8,8,2,2,1,1,4,3
3958,2018,1,28,5,8,1,4,3,4,1,4,1,1,1,3,4,3,1,2,1,2,1,7,1,4,4,7,1,5,6,2,1,1,1,3,56
3959,2018,2,26,3,6,1,5,52,3,4,6,4,4,4,6,4,5,4,2,2,2,2,6,5,5,7,6,7,5,5,2,2,2,1,1,NA
3959,2019,2,27,3,7,0,5,4,3,2,6,5,3,2,4,4,4,3,2,2,2,2,5,4,6,6,7,4,7,8,2,2,2,2,1,NA
3960,2018,1,53,8,99,1,4,54,1,1,5,2,5,2,6,5,3,1,2,2,2,1,7,6,6,5,6,7,4,3,2,2,2,1,4,56
3960,2020,1,55,8,2,1,5,6,2,2,5,4,2,1,5,6,5,1,2,2,2,1,6,5,6,5,5,7,7,4,2,2,2,2,4,NA
3961,2018,1,37,3,8,1,5,7,3,3,7,7,2,2,6,2,5,2,2,2,2,2,7,6,6,7,7,5,0,0,2,1,1,1,5,7
3961,2019,1,38,3,9,1,7,23,4,5,6,5,6,5,6,5,6,6,1,2,2,1,6,5,5,7,6,7,8,8,2,1,2,2,4,NA
3962,2018,1,26,9,5,1,5,4,3,5,6,5,6,6,6,5,5,6,2,2,2,1,6,5,6,5,5,6,4,8,2,2,2,1,3,NA
3962,2019,1,27,9,99,1,5,4,3,5,2,2,3,7,2,5,2,3,1,2,2,1,6,5,5,4,4,6,0,0,2,2,2,1,1,NA
3963,2018,1,43,9,9,0,3,6,1,7,1,7,1,7,1,1,7,7,1,2,2,1,7,1,7,7,7,7,0,8,2,2,2,1,5,6
3963,2019,1,44,9,9,0,2,15,1,7,1,7,7,7,1,1,7,7,2,2,2,1,7,2,7,7,7,7,2,8,2,2,2,1,5,NA
3964,2018,2,25,3,99,0,2,52,3,3,5,4,2,2,6,5,3,4,2,2,2,2,6,5,4,7,7,7,0,0,2,2,1,1,2,56
3964,2019,2,26,3,2,0,6,1,3,4,6,5,5,6,6,5,4,5,2,2,2,2,7,6,5,7,7,7,10,6,2,2,1,1,4,NA
3965,2018,2,20,6,4,0,3,52,2,1,7,1,1,1,7,7,3,1,1,1,2,1,7,7,7,7,7,7,4,4,2,2,2,1,4,52
3965,2019,2,21,6,99,0,4,4,2,1,7,1,1,1,7,7,4,1,2,1,2,1,6,4,6,5,7,6,5,5,2,2,1,1,3,NA
3966,2018,2,32,3,8,1,4,1,1,2,6,2,1,2,6,1,6,6,2,2,2,1,6,7,7,7,5,7,6,3,1,2,2,2,4,1
3967,2018,2,47,10,99,1,2,3,2,1,7,1,1,1,7,7,1,1,2,1,2,1,5,3,6,4,5,6,7,7,1,2,1,1,4,3
3968,2018,1,48,8,11,0,5,7,1,4,4,5,3,4,7,4,5,4,1,2,2,1,7,7,7,1,5,5,5,6,2,2,2,2,5,7
3968,2019,1,49,7,11,1,5,9,1,5,5,4,5,5,6,6,5,1,2,2,2,1,6,2,5,1,7,6,5,0,2,2,2,2,5,NA
3968,2020,1,50,7,10,1,6,9,2,6,3,5,6,5,6,4,5,4,2,2,2,2,6,2,7,1,6,7,6,7,2,2,2,2,5,NA
3969,2018,2,52,10,10,1,2,22,2,1,7,1,1,1,7,7,1,1,2,1,2,1,7,2,7,4,7,7,9,3,1,1,1,1,5,7
3970,2018,1,28,11,4,1,2,1,1,1,6,1,2,2,6,7,5,1,2,1,2,1,5,2,6,3,5,6,1,7,1,1,2,1,2,3
3970,2019,1,29,11,5,0,3,1,2,4,5,3,3,5,4,3,3,2,2,1,2,1,5,3,4,3,5,2,7,3,1,1,1,1,1,NA
3971,2018,2,24,8,8,0,3,3,1,1,7,1,1,1,7,7,1,1,1,1,2,2,7,6,5,7,7,7,7,2,1,1,1,1,2,3
3971,2019,2,25,10,4,1,3,1,1,2,5,1,3,3,7,7,6,1,2,2,2,1,6,3,4,7,6,7,8,5,1,1,1,1,2,NA
3971,2020,2,26,10,4,0,3,3,1,1,5,6,3,4,6,6,6,2,2,1,2,1,6,3,5,4,5,6,8,5,2,2,1,1,2,NA
3972,2018,2,51,3,3,1,5,1,3,1,6,6,1,1,2,6,5,1,2,2,2,1,7,2,5,2,5,7,0,10,2,2,2,2,2,4
3973,2018,1,29,8,12,0,7,4,2,3,5,3,3,5,5,5,5,3,2,1,2,2,6,4,4,6,5,7,4,8,2,2,2,1,4,54
3973,2019,1,30,8,7,0,4,54,2,3,4,3,3,3,4,5,3,4,2,2,2,1,6,4,6,6,7,6,6,6,2,2,2,2,4,NA
3974,2018,2,44,3,12,0,6,4,3,3,5,3,3,4,4,4,5,4,2,2,2,2,6,5,4,4,6,5,5,5,2,2,2,1,1,1
3975,2018,2,34,8,9,1,3,1,2,1,1,2,1,1,7,7,4,1,1,1,2,1,6,6,6,7,5,6,6,1,2,2,2,1,1,56
3976,2018,1,41,3,8,0,7,2,3,2,5,1,2,2,5,5,5,2,2,2,1,1,2,2,4,2,2,6,5,5,2,2,2,1,3,2
3976,2019,1,42,3,9,0,5,2,3,5,3,3,5,5,2,3,5,2,2,2,1,2,7,5,5,2,7,5,8,8,2,2,2,1,2,NA
3976,2020,1,43,3,8,0,7,2,3,4,3,4,4,3,4,4,4,4,2,2,1,1,3,3,4,4,3,3,7,6,2,2,2,1,1,NA
3977,2018,2,39,3,99,1,2,4,3,2,5,6,2,2,4,5,4,6,2,2,2,1,5,3,7,4,4,2,1,1,2,2,1,1,3,2
3977,2019,2,40,3,99,1,6,1,3,3,5,6,2,3,5,5,4,3,2,2,2,1,5,3,4,4,4,2,2,2,2,2,2,1,3,NA
3978,2018,1,40,10,8,0,5,53,2,3,3,2,2,2,4,4,5,3,2,2,2,1,5,5,4,5,5,5,5,5,2,2,2,1,4,NA
3978,2019,1,41,10,8,0,5,6,2,5,3,3,3,5,4,4,4,5,2,2,1,2,4,4,4,4,4,4,5,5,2,2,2,2,4,NA
3978,2020,1,42,10,10,0,4,6,2,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4,4,5,3,5,5,2,2,2,2,4,NA
3979,2018,1,30,2,99,1,5,54,3,2,4,3,3,4,4,4,4,4,1,2,2,1,7,5,3,3,7,6,3,3,1,2,2,2,1,NA
3979,2019,1,30,2,99,1,3,23,3,4,4,4,4,4,4,4,4,4,2,2,1,1,4,4,4,4,4,4,5,5,2,2,2,2,3,NA
3979,2020,1,32,4,7,1,5,53,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,5,5,2,2,2,1,3,NA
3980,2018,2,36,3,2,1,0,53,4,4,5,4,4,4,4,4,4,1,2,2,2,2,4,4,4,4,4,4,0,0,2,2,2,2,5,54
3980,2019,2,37,2,2,1,5,4,4,3,6,4,4,3,4,4,4,4,2,2,2,1,4,4,4,4,4,3,0,0,2,2,2,2,5,NA
3980,2020,2,39,3,2,1,0,55,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,0,0,2,2,2,2,1,NA
3981,2018,2,22,8,99,0,5,4,3,4,5,4,4,4,5,5,5,4,1,2,2,1,5,4,4,4,4,7,5,7,2,2,2,2,2,4
3981,2019,2,23,9,3,0,5,50,3,3,5,3,3,3,5,5,5,3,2,2,2,1,5,4,5,4,4,5,4,4,1,2,1,1,5,NA
3982,2018,1,20,6,3,0,4,51,2,1,6,1,1,2,6,7,3,1,1,1,2,1,7,3,7,6,7,7,7,6,2,2,1,1,4,NA
3982,2019,1,21,6,4,0,3,3,2,2,5,2,2,1,1,6,3,3,1,2,2,1,6,4,6,5,3,7,7,5,2,2,1,1,4,NA
3982,2020,1,22,9,7,0,4,3,2,2,5,1,2,3,6,7,2,2,1,1,2,1,6,4,3,5,6,6,8,4,2,2,2,2,4,NA
3983,2018,2,47,10,99,1,4,1,3,3,5,3,3,5,5,4,4,3,2,2,2,2,5,5,4,5,5,6,5,5,2,2,2,2,1,1
3983,2019,2,48,10,99,1,4,1,3,4,4,4,4,4,4,4,4,4,1,2,2,2,4,4,4,5,4,6,5,5,2,2,2,2,1,NA
3984,2018,1,39,3,4,0,0,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,7,7,7,7,10,10,1,1,2,1,4,3
3985,2018,2,20,6,99,0,5,54,3,3,6,5,3,1,4,6,5,3,1,1,2,1,6,4,5,6,5,7,10,0,2,2,1,1,3,NA
3985,2019,2,21,6,99,0,3,1,3,1,7,1,1,1,1,1,5,1,1,2,2,1,5,4,5,5,4,6,10,0,2,2,2,2,3,NA
3985,2020,2,22,6,2,0,5,53,3,1,5,2,1,2,5,6,4,2,1,2,2,1,4,4,4,4,5,6,10,2,2,2,2,1,3,NA
3986,2018,1,46,3,3,1,7,2,2,4,4,4,4,4,4,4,4,4,2,2,1,2,7,6,6,6,6,7,0,10,1,1,1,1,1,2
3986,2019,1,47,3,4,1,7,2,3,4,4,4,4,4,4,4,4,4,2,2,2,2,5,4,4,1,7,7,0,10,2,2,2,2,1,NA
3987,2018,2,30,10,99,1,5,52,3,6,4,4,5,3,3,4,6,5,2,2,2,1,5,5,5,3,7,6,3,10,1,1,2,1,3,NA
3987,2019,2,31,10,8,1,5,1,3,6,2,4,3,2,2,2,6,2,2,2,2,2,3,3,4,3,3,5,4,5,2,2,2,1,3,NA
3987,2020,2,32,10,8,1,5,1,3,2,7,3,2,1,6,6,6,2,2,2,2,1,6,5,6,2,6,7,5,5,2,2,2,1,3,NA
3988,2018,1,44,1,6,1,3,1,2,3,6,6,3,3,6,7,5,3,2,2,2,1,6,4,4,5,5,7,1,0,2,2,2,2,3,3
